"id","code","nom","telephone","parent_id","ville_id","email","fax","code_postal","origine_emission_id","categorie","adresse","date_created"
"162","9025321","KANOO TRAVEL","1204111913","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","1231 EL SHIKH ALI GAD EL HAK - FLORIDA TOWER - SHERATON","current_timestamp"
"163","9020222","KANOO TRAVEL","1204111913","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","1232 EL SHIKH ALI GAD EL HAK - FLORIDA TOWER - SHERATON","current_timestamp"
"164","9020424","KANOO TRAVEL","1204111913","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","1233 EL SHIKH ALI GAD EL HAK - FLORIDA TOWER - SHERATON","current_timestamp"
"165","9020401","KANOO TRAVEL","1204111913","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","1234 EL SHIKH ALI GAD EL HAK - FLORIDA TOWER - SHERATON","current_timestamp"
"166","9020384","KANOO TRAVEL","1204111913","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","1235 EL SHIKH ALI GAD EL HAK - FLORIDA TOWER - SHERATON","current_timestamp"
"167","9020386","KANOO TRAVEL","1204111913","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","1236 EL SHIKH ALI GAD EL HAK - FLORIDA TOWER - SHERATON","current_timestamp"
"168","9020403","KANOO TRAVEL","1204111913","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","1237 EL SHIKH ALI GAD EL HAK - FLORIDA TOWER - SHERATON","current_timestamp"
"169","9020408","KANOO TRAVEL","1204111913","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","1238 EL SHIKH ALI GAD EL HAK - FLORIDA TOWER - SHERATON","current_timestamp"
"170","9021442","KANOO TRAVEL","1204111913","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","1239 EL SHIKH ALI GAD EL HAK - FLORIDA TOWER - SHERATON","current_timestamp"
"171","9020411","KANOO TRAVEL","1204111913","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","1240 EL SHIKH ALI GAD EL HAK - FLORIDA TOWER - SHERATON","current_timestamp"
"172","9021244","KANOO TRAVEL","1204111913","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","1241 EL SHIKH ALI GAD EL HAK - FLORIDA TOWER - SHERATON","current_timestamp"
"173","9020175","KANOO TRAVEL","1204111913","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","1242 EL SHIKH ALI GAD EL HAK - FLORIDA TOWER - SHERATON","current_timestamp"
"174","9024257","KANOO TRAVEL","1204111913","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","1243 EL SHIKH ALI GAD EL HAK - FLORIDA TOWER - SHERATON","current_timestamp"
"175","9020030","WONDER TRAVEL","1065516988","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE"," 6 EL BOSTAN STREET, TAHRIR SQUARE - DOWN TOWN","current_timestamp"
"176","9020118","WONDER TRAVEL","1065516989","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE"," 7 EL BOSTAN STREET, TAHRIR SQUARE - DOWN TOWN","current_timestamp"
"177","9020135","WONDER TRAVEL","1065516990","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE"," 8 EL BOSTAN STREET, TAHRIR SQUARE - DOWN TOWN","current_timestamp"
"178","9020450","WONDER TRAVEL","1065516991","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE"," 9 EL BOSTAN STREET, TAHRIR SQUARE - DOWN TOWN","current_timestamp"
"179","9020451","WONDER TRAVEL","1065516992","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE"," 10 EL BOSTAN STREET, TAHRIR SQUARE - DOWN TOWN","current_timestamp"
"180","9020005","MENATOURS","1018644733","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","EL NILE STREET EL NASR BUILDING GIZA","current_timestamp"
"181","9020022","MENATOURS","1018644734","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","EL NILE STREET EL NASR BUILDING GIZA","current_timestamp"
"182","9020134","MENATOURS","1018644735","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","EL NILE STREET EL NASR BUILDING GIZA","current_timestamp"
"183","9020417","MENATOURS","1018644736","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","EL NILE STREET EL NASR BUILDING GIZA","current_timestamp"
"184","9020441","MENATOURS","1018644737","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","EL NILE STREET EL NASR BUILDING GIZA","current_timestamp"
"185","9020501","MENATOURS","1018644738","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","EL NILE STREET EL NASR BUILDING GIZA","current_timestamp"
"186","9025578","MENATOURS","1018644739","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","EL NILE STREET EL NASR BUILDING GIZA","current_timestamp"
"187","9028918","MENATOURS","1018644740","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","EL NILE STREET EL NASR BUILDING GIZA","current_timestamp"
"188","9028919","MENATOURS","1018644741","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","EL NILE STREET EL NASR BUILDING GIZA","current_timestamp"
"189","9020522","TRAVCO","1000117850","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","112, 26th JULY Str. Zamalek, Cairo, Egypt","current_timestamp"
"190","9020448","TRAVCO","1000117851","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","112, 26th JULY Str. Zamalek, Cairo, Egypt","current_timestamp"
"191","9020508","TRAVCO","1000117852","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","112, 26th JULY Str. Zamalek, Cairo, Egypt","current_timestamp"
"192","9020428","TRAVCO","1000117853","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","112, 26th JULY Str. Zamalek, Cairo, Egypt","current_timestamp"
"193","9020518","TRAVCO","1000117854","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","112, 26th JULY Str. Zamalek, Cairo, Egypt","current_timestamp"
"194","9020484","TRAVCO","1000117855","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","112, 26th JULY Str. Zamalek, Cairo, Egypt","current_timestamp"
"195","9020489","TRAVCO","1000117856","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","112, 26th JULY Str. Zamalek, Cairo, Egypt","current_timestamp"
"196","9020413","TRAVCO","1000117857","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","112, 26th JULY Str. Zamalek, Cairo, Egypt","current_timestamp"
"197","9020430","TRAVCO","1000117858","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","112, 26th JULY Str. Zamalek, Cairo, Egypt","current_timestamp"
"198","9020515","TRAVCO","1000117859","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","112, 26th JULY Str. Zamalek, Cairo, Egypt","current_timestamp"
"199","9020093","TRAVCO","1000117860/1000117861","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","112, 26th JULY Str. Zamalek, Cairo, Egypt","current_timestamp"
"200","9020488","TRAVCO","1000117862","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","112, 26th JULY Str. Zamalek, Cairo, Egypt","current_timestamp"
"201","9021323","TRAVCO","1000117863","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","112, 26th JULY Str. Zamalek, Cairo, Egypt","current_timestamp"
"202","9020506","TRAVCO","1000117864","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","112, 26th JULY Str. Zamalek, Cairo, Egypt","current_timestamp"
"203"," 902041","TRAVCO","1000117865","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","112, 26th JULY Str. Zamalek, Cairo, Egypt","current_timestamp"
"204","9020493","TRAVCO","1000117866","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","112, 26th JULY Str. Zamalek, Cairo, Egypt","current_timestamp"
"205","9020301","ASTRA TRAVEL S.","1229654213","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","11, Messaha Square, Dokki, Giza, Egypt","current_timestamp"
"206","9021322","ASTRA TRAVEL S.","1229654214","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","11, Messaha Square, Dokki, Giza, Egypt","current_timestamp"
"207","9020407","ASTRA TRAVEL S.","1229654215","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","11, Messaha Square, Dokki, Giza, Egypt","current_timestamp"
"208","9020387","ASTRA TRAVEL S.","1229654216","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","11, Messaha Square, Dokki, Giza, Egypt","current_timestamp"
"209","9020445","ASTRA TRAVEL S.","1229654217","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","11, Messaha Square, Dokki, Giza, Egypt","current_timestamp"
"210","9020410","ASTRA TRAVEL S.","1229654218","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","11, Messaha Square, Dokki, Giza, Egypt","current_timestamp"
"211","9020486","ASTRA TRAVEL S.","1229654219","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","11, Messaha Square, Dokki, Giza, Egypt","current_timestamp"
"212","9020444","ASTRA TRAVEL S.","1229654220","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","11, Messaha Square, Dokki, Giza, Egypt","current_timestamp"
"213","9020096","ABOU SAMRA TRAV","1024448070","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","Mahmoud Basiouny street - Down town - cairo ","current_timestamp"
"214","9020263","ABOU SAMRA TRAV","1024448071","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","Mahmoud Basiouny street - Down town - cairo ","current_timestamp"
"215","9020525","ABOU SAMRA TRAV","1024448072","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","Mahmoud Basiouny street - Down town - cairo ","current_timestamp"
"216","9020526","ABOU SAMRA TRAV","1024448073","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","Mahmoud Basiouny street - Down town - cairo ","current_timestamp"
"217","9020527","ABOU SAMRA TRAV","1024448074","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","Mahmoud Basiouny street - Down town - cairo ","current_timestamp"
"218","9020531","ABOU SAMRA TRAV","1024448075","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","Mahmoud Basiouny street - Down town - cairo ","current_timestamp"
"219","9020532","ABOU SAMRA TRAV","1024448076","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","Mahmoud Basiouny street - Down town - cairo ","current_timestamp"
"220","9020533","ABOU SAMRA TRAV","1024448077","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","Mahmoud Basiouny street - Down town - cairo ","current_timestamp"
"221","9024159","MISR TRAVEL","1111123421","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","Misr Travel Tower - Abbasia - Cairo ","current_timestamp"
"222","9020511","MISR TRAVEL","1111123422","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","Misr Travel Tower - Abbasia - Cairo ","current_timestamp"
"223","9020009","MISR TRAVEL","1111123423","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","Misr Travel Tower - Abbasia - Cairo ","current_timestamp"
"224","9020446","MISR TRAVEL","1111123424","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","Misr Travel Tower - Abbasia - Cairo ","current_timestamp"
"225","9020513","MISR TRAVEL","1111123425","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","Misr Travel Tower - Abbasia - Cairo ","current_timestamp"
"226","9020512","MISR TRAVEL","1111123426","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","Misr Travel Tower - Abbasia - Cairo ","current_timestamp"
"227","9020189","MISR TRAVEL","1111123427","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","Misr Travel Tower - Abbasia - Cairo ","current_timestamp"
"228","9020010","MISR TRAVEL","1111123428","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","Misr Travel Tower - Abbasia - Cairo ","current_timestamp"
"229","9026570","MISR TRAVEL","1111123429","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","Misr Travel Tower - Abbasia - Cairo ","current_timestamp"
"230","9020100","MISR TRAVEL","1111123430","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","Misr Travel Tower - Abbasia - Cairo ","current_timestamp"
"231","9021544","MISR TRAVEL","1111123431","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","Misr Travel Tower - Abbasia - Cairo ","current_timestamp"
"232","9020077","MISR TRAVEL","1111123432","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","Misr Travel Tower - Abbasia - Cairo ","current_timestamp"
"233","9020013","MISR TRAVEL","1111123433","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","Misr Travel Tower - Abbasia - Cairo ","current_timestamp"
"234","9020167","MISR TRAVEL","1111123434","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","Misr Travel Tower - Abbasia - Cairo ","current_timestamp"
"235","9020168","MISR TRAVEL","1111123435","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","Misr Travel Tower - Abbasia - Cairo ","current_timestamp"
"236","9020521","MISR TRAVEL","1111123436","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","Misr Travel Tower - Abbasia - Cairo ","current_timestamp"
"237","9020247","MISR TRAVEL","1111123437","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","Misr Travel Tower - Abbasia - Cairo ","current_timestamp"
"238","9024178","MISR TRAVEL","1111123438","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","Misr Travel Tower - Abbasia - Cairo ","current_timestamp"
"239","9020185","MISR TRAVEL","1111123439","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","Misr Travel Tower - Abbasia - Cairo ","current_timestamp"
"240","9020011","MISR TRAVEL","1111123440","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","Misr Travel Tower - Abbasia - Cairo ","current_timestamp"
"241","9020316","MISR TRAVEL","1111123441","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","Misr Travel Tower - Abbasia - Cairo ","current_timestamp"
"242","9020259","MISR TRAVEL","1111123442","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","Misr Travel Tower - Abbasia - Cairo ","current_timestamp"
"243","9020048","MISR TRAVEL","1111123443","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","Misr Travel Tower - Abbasia - Cairo ","current_timestamp"
"244","9020326","MISR TRAVEL","1111123444","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","Misr Travel Tower - Abbasia - Cairo ","current_timestamp"
"245","9020436","MISR TRAVEL","1111123445","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","Misr Travel Tower - Abbasia - Cairo ","current_timestamp"
"246","9022662","MISR TRAVEL","1111123446","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","Misr Travel Tower - Abbasia - Cairo ","current_timestamp"
"247","9020324","MISR TRAVEL","1111123447","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","Misr Travel Tower - Abbasia - Cairo ","current_timestamp"
"248","9020320","MISR TRAVEL","1111123448","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","Misr Travel Tower - Abbasia - Cairo ","current_timestamp"
"249","9020322","MISR TRAVEL","1111123449","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","Misr Travel Tower - Abbasia - Cairo ","current_timestamp"
"250","9020429","MISR TRAVEL","1111123450","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","Misr Travel Tower - Abbasia - Cairo ","current_timestamp"
"251","9020207","PETRA TRVL AGEN","201,222,540,587","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","Cairo ","current_timestamp"
"252","9021652","KENZY TOURS","201,094,394,222","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","Cairo ","current_timestamp"
"253","9022273","satguru travel","201,128,684,244","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","Cairo ","current_timestamp"
"254","9021212","AL ROWAD TOURS","201,064,052,222","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","Cairo ","current_timestamp"
"255","9026373","BRAND TRAVEL","2,225,770,742","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","Cairo ","current_timestamp"
"256","9021679","WASTCO TOURS","233,352,996","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","Cairo ","current_timestamp"
"257","9022096","UNORAGE TOURS","2035233517","19","300","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","Cairo ","current_timestamp"
"258","9020027","NISR INTERNATIO","223,929,067","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","Cairo ","current_timestamp"
"259","9020114","Travel Pegasus","20222732027","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","Cairo ","current_timestamp"
"260","9022521","RAWAHEL TRAVEL","223,959,620","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","Cairo ","current_timestamp"
"261","9021222","N.S.A.S Travel","201,011,105,420","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","Cairo ","current_timestamp"
"262","9021165","KADMAR TRAVEL-","201,271,874,777","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","Cairo ","current_timestamp"
"263","9026461","MAM TOURS","201,026,460,044","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","Cairo ","current_timestamp"
"264","9021987","AL DAMATI TRAVE","20,473,245,181","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","Cairo ","current_timestamp"
"265","9020173","PEARL TRVL","2,034,855,525","19","300","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","Cairo ","current_timestamp"
"266","9021653","EXCLUSIVE TRVL","201,224,755,749","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","Cairo ","current_timestamp"
"267","9020055","HANNOVILLE EGYP","201,224,755,749","19","300","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","Cairo ","current_timestamp"
"268","9020172","EGYPTIAN INTERN","201,208,650,690","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","Cairo ","current_timestamp"
"269","9020464","EAST WEST TRVL","21,001,488,849","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","Cairo ","current_timestamp"
"270","9021043","Empire Travel","201,007,089,882","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","Cairo ","current_timestamp"
"271","9021308","AIRBUS TOURS","20,223,964,752","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","Cairo ","current_timestamp"
"272","9020101","SAN GIOVANNI TR","2,035,842,734","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","Cairo ","current_timestamp"
"273","9026356","master travel","225,774,490","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","Cairo ","current_timestamp"
"274","9022567","CAIRO AIRPORT T","002 0128 444 9662 ","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","Cairo ","current_timestamp"
"275","9020119","NOMANI TOURS","201,272,136,334","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","Cairo ","current_timestamp"
"276","9021776","LA JOIE TRAVEL","201,275,653,990","19","301","ARAMYNABIH@RoyalAirMaroc.com","","","206900","AGENCE","Cairo ","current_timestamp"
"277","5421311","SOUNDOUSS","2.13E+11","27","14","KATRARI@RoyalAirMaroc.com","","","206898","AGENCE","BOULEVARD 3 MARS. NO 3  ","current_timestamp"
"278","5421163","GHAFARINAS TOURS","2.13E+11","27","137","KATRARI@RoyalAirMaroc.com","","","206898","AGENCE","109 BD. MOHAMED V","current_timestamp"
"279","5420124","CHAFARINAS TOURS","2.13E+11","27","137","KATRARI@RoyalAirMaroc.com","","","206898","AGENCE","1 SAHAT AL MASSIRA","current_timestamp"
"280","5421025","AL KHOUZAMA","2.13E+11","27","14","KATRARI@RoyalAirMaroc.com","","","206898","AGENCE","9 BD GENERAL AMEZIANE","current_timestamp"
"281","5420023","VOYAGES KETAMA","2.13E+11","27","14","KATRARI@RoyalAirMaroc.com","","","206898","AGENCE","55 AVENUE MOHAMED V","current_timestamp"
"282","5420076","VOYAGES KETAMA","2.13E+11","27","137","KATRARI@RoyalAirMaroc.com","","","206898","AGENCE","8 AVENUE CASABLANCA IMZOUREN","current_timestamp"
"283","5420086","KETAMA VOYAGES","2.13E+11","27","14","KATRARI@RoyalAirMaroc.com","","","206898","AGENCE","AVENUE HASSAN II DRIOUCH","current_timestamp"
"284","5420125","CHAFARINAS TOURS SARL","2.13E+11","27","137","KATRARI@RoyalAirMaroc.com","","","206898","AGENCE","127 AVENUE ABDELKRIM EL KHATTABI","current_timestamp"
"285","5421039","VOYAGES BAB AZHAR TOURS","2.13E+11","27","14","KATRARI@RoyalAirMaroc.com","","","206898","AGENCE","50 AVENUE MOHAMED V","current_timestamp"
"286","5421119","BOUYLAGHMANE","2.13E+11","27","14","KATRARI@RoyalAirMaroc.com","","","206898","AGENCE","AV HASSAN II NR 350 M. ARUIT","current_timestamp"
"287","5421264","KABDANI VOYAGES","2.13E+11","27","14","KATRARI@RoyalAirMaroc.com","","","206898","AGENCE","338 AVENUE EL MASSIRA. NADOR","current_timestamp"
"288","5422933","VOYAGES KETAMA","2.13E+11","27","137","KATRARI@RoyalAirMaroc.com","","","206898","AGENCE","146 BD MOHAMED V BP42","current_timestamp"
"289","5423210","MANATOURS","2.13E+11","27","14","KATRARI@RoyalAirMaroc.com","","","206898","AGENCE","5 BVD PRINCE HERITIER SIDI MOHAMED","current_timestamp"
"290","5420084","KETAMA VOYAGES","2.13E+11","27","14","KATRARI@RoyalAirMaroc.com","","","206898","AGENCE","299 AVENUE HASSAN II -ARUIT","current_timestamp"
"291","5420022","KETAMA VOYAGES","2.13E+11","27","14","KATRARI@RoyalAirMaroc.com","","","206898","AGENCE"," 41 AVENUE HASSAN II","current_timestamp"
"292","5420115","MANATOURS SUCURSALE /MONT ARUIT","2.13E+11","27","14","KATRARI@RoyalAirMaroc.com","","","206898","AGENCE","150 BOULEVARD HASSAN II","current_timestamp"
"293","5421101","MEDITERANEE","2.13E+11","27","14","KATRARI@RoyalAirMaroc.com","","","206898","AGENCE","14 BD MED V","current_timestamp"
"294","5426360","MIDAR VOYAGES","2.13E+11","27","14","KATRARI@RoyalAirMaroc.com","","","206898","AGENCE","RUE EL MASSIRA.BP 33.","current_timestamp"
"295","5421374","CHARKAOUI VOYAGES","2.13E+11","27","14","KATRARI@RoyalAirMaroc.com","","","206898","AGENCE","406 AV AL MASSIRA BP 1924  ","current_timestamp"
"296","5420093","MEDITERANEE","2.13E+11","27","137","KATRARI@RoyalAirMaroc.com","","","206898","AGENCE","47 BD MED V","current_timestamp"
"297","5421280","MOLTAKA VOYAGES","+212.536.686803","26","15","ABEKKAOUI@RoyalAirMaroc.com","","","206898","AGENCE","20 bis rue jaafar ibn attiya imm. ouchani  ","current_timestamp"
"298","5420134","EUROPA VOYAGES","+212.536.682627","26","15","ABEKKAOUI@RoyalAirMaroc.com","","","206898","AGENCE","178 BOULEVARD HASSAN II  ","current_timestamp"
"299","5421019","MAVOTOURS","+212.536.683993","26","15","ABEKKAOUI@RoyalAirMaroc.com","","","206898","AGENCE","110 BD ALLAL BEN ABDELLAH  ","current_timestamp"
"300","5421041","OUJDA VOYAGES S","+212.536.689333","26","15","ABEKKAOUI@RoyalAirMaroc.com","","","206898","AGENCE","ANGLE BVD MOHAMED V ET BVD ALLAL BENABDELLAH  ","current_timestamp"
"301","5421108","SORI TOURS SARL","+212.536.702302","26","15","ABEKKAOUI@RoyalAirMaroc.com","","","206898","AGENCE","102, BD ALLAL BENABDALLAH  ","current_timestamp"
"302","5421182","ALWAHDA VOYAGES","+212.536.702722","26","15","ABEKKAOUI@RoyalAirMaroc.com","","","206898","AGENCE","BOULEVARD IDRISS AL AKBAR IMM AL FALAQUI ","current_timestamp"
"303","5421189","BAMA TOURS SARL","+212.536.613963","26","3","ABEKKAOUI@RoyalAirMaroc.com","","","206898","AGENCE","66 AVENUE MOULAY YOUSSEF  ","current_timestamp"
"304","5421233","MADRANE VOYAGES","+212.536.618784","26","3","ABEKKAOUI@RoyalAirMaroc.com","","","206898","AGENCE","104 BOULEVARD MOHAMMED V","current_timestamp"
"305","5424168","EUROPA VOYAGES","+212.536.682627","26","15","ABEKKAOUI@RoyalAirMaroc.com","","","206898","AGENCE","17 BOULEVARD ZERKTOUNI  ","current_timestamp"
"306","5421073","GUERCIF VOYAGES","+212.535.200272","26","142","ABEKKAOUI@RoyalAirMaroc.com","","","206898","AGENCE","38 BD YOUSSEF BEN TACHFINE  ","current_timestamp"
"307","5421091","ISRAE VOYAGES S","+212.536.707122","26","15","ABEKKAOUI@RoyalAirMaroc.com","","","206898","AGENCE","BD ZERKTOUNI -IMM ASSADA- BLOC B  N6","current_timestamp"
"308","5423657","ISLY VOYAGES SA","+212.536.681470","26","15","ABEKKAOUI@RoyalAirMaroc.com","","","206898","AGENCE","51 BOULEVARD DERFOUFI  ","current_timestamp"
"309","5421036","WILAYA TOURS","+212.536.688825","26","15","ABEKKAOUI@RoyalAirMaroc.com","","","206898","AGENCE","BOULEVARD MOHAMED V. RESIDENCE SAFA  ","current_timestamp"
"310","5421229","BELKASSMI TOURS","+212.536.616726","26","3","ABEKKAOUI@RoyalAirMaroc.com","","","206898","AGENCE","20, BD IBN SINA","current_timestamp"
"311","5421231","AL HOUDA VOYAGE","+212.536.629373","26","136","ABEKKAOUI@RoyalAirMaroc.com","","","206898","AGENCE","112, BD CHOUHADA-AHFIR  ","current_timestamp"
"312","5421136","EXPLO-MED SARL","+212.536.617895","26","3","ABEKKAOUI@RoyalAirMaroc.com","","","206898","AGENCE","BD HASSANE II HAY AL QODS N 190  ","current_timestamp"
"313","5421223","MOULOUYA VOYAGE","+212.536.68005","26","15","ABEKKAOUI@RoyalAirMaroc.com","","","206898","AGENCE","82, BOULEVARD MOHAMED V","current_timestamp"
"314","5421272","SALAM AZUR","+212.536.690035","26","15","ABEKKAOUI@RoyalAirMaroc.com","","","206898","AGENCE","ANGLE BLVRD DERFOUFI ET RUE MOURABITINE  ","current_timestamp"
